text label_class label
请问如何理解破坏电力设备罪解释 概念 1
你好能否告知劫持航空器罪是啥？ 概念 1
请教一下刑讯逼供罪怎么认定 特征 2
你好，麻烦问一下提供虚假证明文件罪有哪些特征 特征 2
问一下非法携带枪支弹药管制刀具、危险物品危及公共安全罪属于哪类罪名 从属 0
冒昧问一下可以问一下非法生产、买卖军用标志罪是什么意思？ 概念 1
你好想了解执行判决、裁定滥用职权罪介绍 概念 1
请问生产、销售有毒、有害食品罪的特征是什么 特征 2
冒昧问一下传染病防治失职罪怎么判刑 量刑标准 4
抢劫枪支、弹药、爆炸物、危险物质罪属于哪类罪名 从属 0
雇用童工从事危重劳动罪如何认定 特征 2
抢劫罪的上级罪名是什么 从属 0
武装叛乱、暴乱罪的相关法律规定是什么 法律条文 3
你好，麻烦问一下徇私舞弊减刑、假释、暂予监外执行罪是什么类别 从属 0
您好伪造、变造金融票证罪怎么判刑 量刑标准 4
您好能否介绍一下聚众斗殴罪定义的意思 概念 1
医疗事故罪有哪些特征 特征 2
销售侵权复制品罪该怎么判 量刑标准 4
请教一下故意毁坏财物罪对应的刑法条文有哪些 法律条文 3
您好抗税罪的量刑是什么 量刑标准 4
请问非法种植毒品原植物罪的构成要件是什么 特征 2
打扰问一下滥用管理公司、证券职权罪怎么认定 特征 2
你好解释一下执行判决、裁定失职罪定义 概念 1
打扰问一下解释解释诈骗罪有什么定义？ 概念 1
请问侮辱国旗、国徽罪判多长时间 量刑标准 4
你好怎样解释操纵证券、期货市场罪的概念是什么 概念 1
您好煽动军人逃离部队罪的上级罪名是什么 从属 0
非法购买增值税专用发票、购买伪造的增值税专用发票罪的特征是什么 特征 2
